Organisation,KVK number
Stichting Verenigde Scholen J.A. Alberdingk Thijm Voortgezet Onderwijs,041194730
Stichting Vervangingsfonds en BGZ Onderwijs,041157213
Stichting Vluchteling,041149486
Stichting voor Educatie en Beroepsonderwijs Zadkine,041131797
Stichting voor Vluchteling-Studenten UAF,041177131
Stichting voor Voortgezet Onderwijs Kennemerland,034105554
Stichting Voorbereiding Pallas-reactor,059456302
Stichting Vredesbeweging Pax Nederland,030214009
Stichting VSO Nederland,041155934
Stichting VU,053815211
Stichting VVV Texel Promotie,037052439
Stichting Waag Society,041214445
Stichting Wageningen Research,009098104
Stichting War Child,041215393
Stichting War Child Alliance,091420784
Stichting WASTE,041172933
Stichting Webster Leiden Campus,041166638
Stichting Wellant  (Wellantcollege MBO Houten),027177194
Stichting Wemos,041201644
Stichting Wetlands International,009099028
Stichting Wetsus,001094160
Stichting WeZijnTransvaal,041152042
Stichting White Helmets Foundation,074391798
Stichting Wilde Ganzen/Ikon,041192276
Stichting Wildlife Justice Commission,062800248
Stichting Women Win,034267612
Stichting Women's Initiatives for Gender Justice,027264260
Stichting Women's Wallet,034231558
Stichting World Benchmarking Alliance Foundation,053744993
Stichting World Press Photo,041199738
Stichting World Society for the Protection of Animals afdeling Nederland,040531234
Stichting ZDHC Foundation,062332252
Stijlgroep Landschap en Stedelijke Ruimte B.V.,024246124
Stip Hilversum,032105543
Stipt Employment Services B.V.,058791647
Stirling Cryogenics B.V.,073238783
Stiron B.V.,066751861
STMP Holding B.V.,066922682
StockX Marketplace NL B.V.,074832387
Stokke Nederland B.V.,018036440
Stolt Tankers B.V.,024142711
Stolt-Nielsen B.V.,024109799
Stolt-Nielsen B.V.,024109799
Stone Interim Professionals B.V.,060545879
Stoov B.V.,062149342
Stopaq B.V.,002327624
Stora Enso Amsterdam B.V.,033056923
Storimans Wijffels Architecten B.V.,018035689
Stork Nederland B.V.,050302345
Störk-Tronic NL B.V.,062778358
Story of AMS B.V.,068202482
Storytel Publishing Netherlands NL B.V.,062057707
StoryTEQ B.V.,061117528
STP Tax B.V.,034289463
Straatman Mooring Systems B.V.,023037465
Straightforward,060821337
Straight-Line Leadership Group B.V.,068253427
Stratasys Netherlands B.V.,086839535
Strattner B.V.,074658360
Stratus Energy B.V.,058149929
Straumann B.V.,030089837
Strauss Coffee B.V.,024196661
Stravito AB,072109033
Stream.io B.V.,064009483
Streamax Europe B.V.,077879147
Streamit B.V.,017192664
Streamvector EU B.V.,082514151
Streetlife B.V.,028073827
Strik,085390615
Strik advocaten en belastingadviseurs B.V.,034112514
Stringer Chiropractie,067625630
Stripe Netherlands B.V.,066626641
Strödter Handling Systems NL,064934977
Strohm B.V.,027294005
Strukton Rail B.V.,030139436
Strukton Rolling Stock B.V.,030158397
Strukton Worksphere B.V.,030134547
Stryker EMEA Supply Chain Services B.V.,030269011
Stryker European Operations Limited,072589833
Stryker Nederland B.V.,017095884
StudeerSnel B.V.,056829787
Studio 191 De Pijp B.V.,069832021
Studio Drift B.V.,076559084
Studio Klinker v.o.f.,088454274
Studio Nauta B.V.,090529561
Studio SAAM,074227939
Studio V.i. B.V.,087699524
Studio Winegum B.V.,068311001
Studio XAG B.V.,073825700
StudyPortals B.V.,076939219
StudyPortals Holding B.V.,018086860
Studytube B.V.,051290901
STX Commodities,034273978
STX Service Europe B.V.,052852091
Styx B.V.,077335139
SU Biomedicine B.V.,030198339
Subscription Factory Holding B.V.,057189978
Subst.id B.V.,086662236
Subway International B.V.,033293820
SuccessDay B.V.,076474356
Sucden Coffee Netherlands B.V.,034213702
Sucorrico International Coöperatief U.A.,063954370
Sudee Solutions B.V.,080187986
Sue B.V.,017101631
Suit Supply B.V.,034118243
Sulphur Experts B.V.,037116613
Sulzer Chemtech Nederland B.V.,011014300
Sulzer Turbo Services Rotterdam B.V.,024167957
Sulzer Turbo Services Venlo B.V.,012015297
Sumitomo Heavy Industries (Europe) B.V.,090852419
"Sumitomo Heavy Industries Construction Cranes Co., Ltd. Europe Office",074440551
Summa Limited B.V.,089650530
Summit Europe C.V.,039061920
Summit Global Management,024346320
Summitto B.V.,070181381
Summum Engineering,068022530
Summum Engineering Cooperative U.A.,092797784
SumUp Limited,070199841
Sun Chemical Group Coöperatief U.A.,032141752
Sun Noodle Europe B.V.,080698638
Sun Pharmaceutical Industries (Europe) B.V.,034277465
Sun Test Systems B.V.,032034471
Sunbeam B.V.,053044444
Suncom Energy B.V.,076293289
Sundai Europe B.V.,077731077
Sungevity Netherlands B.V.,052977110
Sungrow Benelux B.V.,081243936
Sunmight Europe B.V.,085695130
Sunoco Amsterdam Terminal B.V.,064731820
Sun-Power Agro Uitzendbureau B.V.,012052356
Sunprojects B.V.,050402102
Sunrise Medical HCM B.V.,017091027
Sunrock Development B.V.,071093346
Sunrock Investments B.V.,055571190
Sunshine Sea,057600791
Suntech Power Development B.V.,072026464
Sunweb Group Netherlands B.V.,024188723
Supa B.V.,068440707
SUPAIR Intermediairs,027303697
"Suparna Airlines Co., Ltd",062028464
Super B Electronic Controllers B.V.,084132450
Super B Engineering B.V.,072008776
Super Micro Computer B.V.,017102792
Super73 B.V.,076631761
SuperHeroes Amsterdam B.V.,034356615
Superimpose Architecture B.V.,083023410
Superknowa B.V.,034254179
Superlight Photonics B.V.,088035697
SuperSaaS B.V.,054329779
Superscript Services B.V.,080491405
Superunion B.V.,033178192
SuperYacht Company B.V.,052966461
supplai B.V.,078114667
Supply Chain Company B.V.,070261075
SUPPLYZ B.V.,087036290
SurePay B.V.,077251733
SURF B.V.,050277375
SurfiX B.V.,052435687
Surfly B.V.,055526446
SurveyMonkey Netherlands B.V.,065508416
SUSE Software Solutions Netherlands B.V.,072913983
Sushito Zuidas B.V.,078324009
SusPhos B.V.,074341367
"Sustainable Apparel Coalition, Inc.",059409045
Sustainable Buildings B.V.,066375096
Sustainable Capital Group B.V.,081140800
Sustainable Market Solutions Holding B.V.,082168660
Sustainalytics B.V.,030179673
Sustainer Homes B.V.,063145014
Suster B.V.,065073061
Sutinom B.V.,060834765
Sutton Tools Europe B.V.,034357280
SuWoTec Sustainable Battery Systems B.V.,090038614
Suzlon Energy Limited,056227949
SUZOHAPP Netherlands B.V.,023084035
Svitanok B.V.,085846791
SVITZER Europe Holding B.V.,027084014
Svizera Europe B.V.,011058099
SVP-Architektuur en Stedebouw,031027240
Swancor Netherlands B.V.,092236677
Swap Netherlands B.V.,089291506
SwapServices B.V.,073865818
SWARCO Mobility Nederland B.V.,031006154
Sweco Holdco B.V.,030029428
Sweco Nederland B.V.,030129769
Swenap B.V.,078189896
Swift Marine B.V.,062208748
SwipeGuide B.V.,062584774
Swishfund Nederland B.V.,066108349
Swiss Re International SE,034287913
Swiss Sense B.V.,017165620
Swisslog B.V.,011029158
Swissport Cargo Services The Netherlands B.V.,034218298
Swydo B.V.,039094122
Sybrin B.V.,087162741
Sygna (Netherlands) B.V.,082589909
"Sylvain Labs, Inc.",068161506
Symbaloo B.V.,027305591
Symbiotics Netherlands B.V.,069490554
Symeres B.V.,076677834
Symeres Netherlands B.V.,009127273
Symphony Digital B.V.,073765988
Symphony Solutions Netherlands B.V.,068317492
Sympower B.V.,065605543
Synadia Software B.V.,067501966
Synaeda PMC B.V.,001140346
Synaffix B.V.,051261626
Synano B.V.,068014139
Synechron Business Consulting B.V.,027257333
Syneos Health Netherlands B.V.,030162108
Synergie Nederland B.V.,018126119
Synergy International Systems Netherlands B.V.,070137064
SynerScope B.V.,017139427
Syngenta Seeds B.V.,036029905
Synnray B.V.,024396681
Synopsys Netherlands B.V.,017267567
Synopsys Software Netherlands B.V.,008110267
Synova Coöperatief U.A.,055838626
Synova Renewable Technology B.V.,024257034
Synres B.V.,057505888
Syntegon Packaging Solutions B.V.,013007394
Syntel Solutions,057133174
Synthesia B.V.,082292132
Synthesis Labs B.V.,083126627
Syntho B.V.,077125665
Synthomer Middelburg B.V.,022047104
Synthon B.V.,010036060
Syntrium Nederland B.V.,084666846
Synvina C.V.,067120199
SYS B.V.,076739597
SYSINTEQ B.V.,009150358
Systematic Design B.V.,024283972
Systemic B.V.,070540136
SYSTEMIQ Nederland B.V.,078214971
Systems Navigator Consultants B.V.,027264011
Systems of Trust B.V.,071713042
Sytac B.V.,024397725
Sytac Development B.V.,085740128
Sytac Digital B.V.,085740187
Sytac Technologies B.V.,085740195
T&P Projecten B.V.,053731344
T. Stolze Installatietechniek B.V.,027229875
T.E.C. (Tabata Europe Corporation) B.V.,033246239
T.EN Netherlands B.V.,027069724
T.O.P. (Training Organisatie Personeel) B.V.,027126022
T0K10 B.V.,066836328
T2T Consulting B.V.,058853758
TAAL Tech India Private Limited,076316319
Tachyon Security B.V.,034108038
Tacx B.V.,027072269
Tacx International B.V.,027133005
TAF B.V.,028081869
Tahal Group International B.V.,034294935
Taihan Netherlands B.V.,074529579
Taj Indian Restaurant,057244227
Take Two Interactive Benelux B.V.,034177468
Takeaway.com Central Core B.V.,064473716
Takeaway.com European Operations B.V.,069769753
Takeaway.com Express Dutch Operations B.V.,090056744
Takeaway.com Express Holding B.V.,078349567
Takeaway.com Group B.V.,064441725
Takeaway.com Payments B.V.,067982778
Takeda Nederland B.V.,034035387
Takemoto Netherlands B.V.,064136035
Takenaka Europe GmbH - Netherlands Branch,034287134
Takii Europe B.V.,033223242
Takisada Europe B.V.,069865655
Tala B.V.,081178069
Talent Professionals B.V.,069509166
Talent&Pro Nederland B.V.,032070382
Talentix B.V.,086240080
Talentmark Nederland B.V.,034189014
Talentsoft Holding B.V.,027190533
Talespin Netherlands B.V.,030234962
Talk360 Group B.V.,066242592
Talmundo B.V.,027332651
Talpa Technology B.V.,072133481
Tamek Accountants B.V.,039067696
Tameson B.V.,072902531
Tamoil Nederland B.V.,024181096
Tanager Group B.V.,033162659
Tanaka Ai Europe B.V.,065270398
Tanatex Chemicals B.V.,009032504
Tandarts Rooker Kampen B.V.,008173480
Tandartsen Praktijk Zaandam B.V.,077491505
Tandartsenpost Eindhoven B.V.,077467507
Tandartsenpraktijk & Dental Clinic Prinsenhof,027333575
Tandartsenpraktijk Bakel B.V.,066218241
Tandartsenpraktijk DentWork,062538802
Tandartsenpraktijk Karselaan,034369688
Tandartsenpraktijk Liem-Oei,034377936
Tandartsenpraktijk Mazairac B.V.,056750692
Tandartsenpraktijk Nieuwe Steen B.V.,069085625
Tandartsenpraktijk Ribic B.V.,080259588
Tandartsenpraktijk Rotterdam Noord B.V.,024346497
Tandartsenpraktijk Sonsbeekpark B.V.,071269061
Tandartspraktijk Assenberg,052386287
Tandartspraktijk Blaauwhof B.V.,051664925
Tandartspraktijk Brummelhuis Oldenzaal B.V.,008145679
Tandartspraktijk Daneshvar B.V.,027345128
Tandartspraktijk Eemsmond B.V.,064654001
Tandartspraktijk Elinkwijk B.V.,059246049
Tandartspraktijk Genzale,054425549
Tandartspraktijk Julianadorp B.V.,037157931
Tandartspraktijk Julianadorp B.V.,092485286
Tandartspraktijk Kamphuis B.V.,008151377
Tandartspraktijk Palladino B.V.,034218269
Tandartspraktijk Reusel B.V.,063168197
Tandartspraktijk Utenhage B.V.,060976101
Tandartspraktijk van der Lee,001145043
Tandartspraktijk Zilverkamp B.V.,071318097
Tandartspraktijk Zuidbroek,055159206
Tandem Diabetes Care Europe B.V.,085766364
Tandheelkunde Haaksbergen,057503389
Tandheelkunde Waanders N.V.,008069204
Tandheelkunde Winterswijk,071620907
Tandkliniek Goes B.V.,087553279
Tangelo Software B.V.,024295006
Tangram Architekten B.V.,033258187
TANIQ B.V.,027291266
Tanita Europe B.V.,034283024
TANK B.V.,065889223
Tank Systems B.V.,024318035
Tap Electric B.V.,080990819
Tapfiliate B.V.,060537256
TAPI NL B.V.,030069424
TAQA Energy B.V.,027149802
Target Mart,060621583
Target Recruitment B.V.,067343643
Targray Europe B.V.,023089343
Tarkett B.V.,018112942
Tarmac Europe B.V.,076708977
Tarucca B.V.,081278489
Tasking B.V.,031021363
Tasman Analytics B.V.,076541215
Tasman Global Holdings B.V.,064434877
TASS International B.V.,051391481
Tata Communications (Netherlands) B.V.,034220186
Tata Consultancy Services Netherlands B.V.,033237130
Tata Consulting Engineers Limited,067233295
Tata Elxsi Limited,062969145
Tata Steel IJmuiden B.V.,034040331
Tata Steel Nederland B.V.,034005278
Tata Steel Nederland Services B.V.,034094299
Tata Steel Nederland Technology B.V.,034083341
Tata Steel Nederland Tubes B.V.,020022812
Tata Steel Netherlands Holdings B.V.,034255148
Tate & Lyle Netherlands B.V.,035014624
Tatsumi Europe B.V.,067038077
Tau Engineering B.V.,081111797
Taurus Europe B.V.,034238689
TAUS B.V.,037147141
Tauw B.V.,038014985
Tauw Group B.V.,038021898
TAV Tepe Akfen Yatırım İnşaat ve İşletme A.Ş.,071293930
Tavant B.V.,083832424
Taxameter Centrale B.V.,033030098
Taxi Butler B.V.,058923853
Taxiss.nl B.V.,083100350
TaxModel International,017222402
Taxolutions B.V.,054168414
Taxture B.V.,057092168
Taxvibes B.V.,078480698
Taylor Technologies B.V.,080237193
Taylor Wessing,017282726
Taylor-Listug Operating B.V.,050925539
TBAuctions Netherlands B.V.,034373620
TBEA Cable B.V.,092227074
TBRM-Engineering Solutions B.V.,017281805
TBWA\NEBOKO B.V.,033208187
TCC Dutch Holdings B.V.,073050423
TCC Global N.V.,030129285
TCCF B.V.,068060351
tcf. services B.V.,050183516
TCI Biotech Netherlands B.V.,076481255
TCI Risk Management B.V.,084115076
TCL Global B.V.,073945110
TCL Netherlands B.V.,071020918
TconcepT B.V.,059856459
TCPM Zuid BV,016083521
TCX Investment Management Company B.V.,034281987
TD Entertainment C.V.,053713273
TD Global Netherlands B.V.,074024612
TD SYNNEX Netherlands B.V.,030128649
TDA Group B.V.,095321241
TE Connectivity Nederland B.V.,016015883
Teads NL B.V.,073641855
Team Industrial Services Europe B.V.,050321781
Team Reptile B.V.,073535877
Team Rockstars IT B.V.,017200588
team.blue nl B.V.,027366574
Team6 Development B.V.,050673815
Team6 Game Studios B.V.,065925017
Teamleader Nederland B.V.,063326426
Tebi B.V.,082179204
TecAlliance Netherlands B.V.,014621420
Tech Mahindra IT Services NL,017145728
Tech Rise People B.V.,073774073
Tech2Change B.V.,082944261
Techathone Systems B.V.,062898760
Techcross Europe,067137199
Techlab B.V.,071056793
Technetix B.V.,030109705
Techni Works B.V.,060742607
Technia B.V.,008095732
Technical Systems B.V.,034231848
Technics & Production B.V.,017122646
Technip Energies International B.V.,083164642
Technip Energies Italy S.p.A. - Dutch Branch,082981582
Technisch Adviesburo J.J.Th. Willems B.V.,009071897
Technisch Buro West Brabant B.V.,020068297
Technisch Handelsbureau Rensa B.V.,009051635
Technische Unie B.V.,033235014
Technische Universiteit Delft,027364265
Technische Universiteit Eindhoven,051278871
Technische Verenfabriek De Merwede,030025165
Technisi B.V.,081451288
Technix B.V.,063810557
Techno Infra B.V.,057301484
Techno West B.V.,022026891
Technobis crystallization systems B.V.,034336601
Technochem Services B.V.,012044188
Technology2Enjoy Consulting Services B.V.,024294669
Technomed Europe,014049781
Technopolis B.V.,033282859
Technosoft Engineering Solutions,089024850
TechSpire B.V.,074555987
TechTel B.V.,086109545
Techwave Consulting B.V.,064575799
Teddy Kids B.V.,027381036
Teero B.V.,086345443
Teijin Aramid B.V.,009109421
Teijin Holdings Europe B.V.,009117449
Teijin Kasei Europe B.V.,012029432
TEKHNE B.V.,059034955
Teklink Europe B.V.,009127620
Tekstbeeld B.V.,021017199
TEKsystems Global Services B.V.,034276159
TEKTON Architekten B.V.,059472596
Telco Investments B.V.,076241823
Teledyne CARIS B.V.,016085721
Teledyne DALSA B.V.,017143771
Telemagic B.V.,034139585
Teleon Surgical B.V.,061725242
Teleplan International N.V.,010044356
Telespazio Belgium,027335813
Teletrax B.V.,062179535
Telexis B.V.,024300047
Telfisa Global B.V.,034262314
Telford Offshore Netherlands Coöperatie U.A.,052537315
Telius B.V.,034179870
Tellart B.V.,060609567
Tellow B.V.,072550414
Telnyx Netherlands B.V.,082622124
Telstar B.V.,083310975
Tembo 4x4 e-LV B.V.,071098240
Tembo Paper Straws B.V.,076198340
TEMBOGROUP B.V.,005043147
Temenos Holland B.V.,034130500
Temper B.V.,063682281
Temper Global B.V.,086615467
Temper IP B.V.,087214822
Templafy Eindhoven,017179550
Temporary Works Design 1 B.V.,067683053
Temporary Works Design 10 B.V.,076970477
Temporary Works Design 11 B.V.,081953488
Temporary Works Design 12 B.V.,081953453
Temporary Works Design 13 B.V.,081953429
Temporary Works Design 14 B.V.,081953372
Temporary Works Design 2 B.V.,067682995
Temporary Works Design 3 B.V.,067682928
Temporary Works Design 4 B.V.,067682804
Temporary Works Design 5 B.V.,067682952
Temporary Works Design 6 B.V.,067682987
Temporary Works Design 7 B.V.,067682863
Temporary Works Design 8 B.V.,067682596
